"stockcode","tradingdate","openindex","closeindex","lowestindex","highestindex","totalvol"
"VN30","2016-03-30","573.58","577.11","572.16","579.97","42708337.00"
"VN30","2016-03-31","575.37","571.69","571.69","579.44","64086980.00"
"VN30","2016-04-01","570.70","568.27","566.81","572.17","44770586.00"
"VN30","2016-04-04","568.01","565.71","563.05","570.25","38108214.00"
"VN30","2016-04-05","565.59","570.43","565.37","570.43","48430815.00"
"VN30","2016-04-06","571.47","576.40","569.40","576.40","42451203.00"
"VN30","2016-04-07","577.88","579.28","575.09","580.37","40441224.00"
"VN30","2016-04-08","578.43","578.97","576.68","581.39","41831740.00"
"VN30","2016-04-11","580.79","586.78","580.65","588.42","52029130.00"
"VN30","2016-04-12","588.73","587.47","584.75","590.22","68316330.00"
"VN30","2016-04-13","587.94","584.63","582.40","589.03","44885692.00"
"VN30","2016-04-14","582.40","586.21","582.40","591.64","41275203.00"
"VN30","2016-04-15","586.27","584.47","584.47","591.76","36198250.00"
"VN30","2016-04-19","584.14","575.06","575.06","584.42","42722454.00"
"VN30","2016-04-20","575.42","575.35","572.14","578.65","42573255.00"
"VN30","2016-04-21","578.09","582.76","577.19","584.37","35603240.00"
"VN30","2016-04-22","582.43","595.38","581.72","595.48","48018250.00"
"VN30","2016-04-25","599.85","594.16","594.16","604.12","51867586.00"
"VN30","2016-04-26","593.35","601.27","593.35","601.27","72214832.00"
"VN30","2016-04-27","603.93","597.43","593.93","603.93","58323650.00"
"VN30","2016-04-28","597.87","595.63","593.46","600.36","35960850.00"
"VN30","2016-04-29","595.50","601.25","595.19","603.04","46455444.00"
"VN30","2016-05-04","600.63","602.57","597.40","606.88","56196770.00"
"VN30","2016-05-05","603.68","604.69","603.32","609.59","49503907.00"
"VN30","2016-05-06","604.96","607.55","604.70","610.19","42153450.00"
"VN30","2016-05-09","610.78","604.24","604.24","612.82","45611603.00"
"VN30","2016-05-10","601.23","604.56","597.91","605.37","46159652.00"
"VN30","2016-05-11","606.32","611.96","604.25","611.96","49787308.00"
"VN30","2016-05-12","613.32","612.04","611.39","615.57","32931690.00"
"VN30","2016-05-13","612.64","609.97","608.67","615.33","40834500.00"
"VN30","2016-05-16","612.03","615.17","608.96","615.89","39023820.00"
"VN30","2016-05-17","619.24","622.93","617.11","625.12","51613683.00"
"VN30","2016-05-18","625.18","623.92","622.71","628.30","59495005.00"
"VN30","2016-05-19","624.73","621.13","620.11","625.99","62641840.00"
"VN30","2016-05-20","621.34","616.40","615.91","623.19","55534510.00"
"VN30","2016-05-23","616.81","614.45","612.43","617.39","42706560.00"
"VN30","2016-05-24","616.33","614.62","611.94","616.45","49835230.00"
"VN30","2016-05-25","614.91","612.74","612.74","618.61","51533058.00"
"VN30","2016-05-26","613.05","607.16","607.16","615.94","45987420.00"
"VN30","2016-05-27","607.21","611.00","605.16","612.66","38558276.00"
"VN30","2016-05-30","612.40","616.73","611.83","617.43","41346280.00"
"VN30","2016-05-31","618.91","617.52","616.85","621.30","42808680.00"
"VN30","2016-06-01","617.69","619.38","617.02","620.19","40972759.00"
"VN30","2016-06-02","619.14","621.18","618.10","622.88","45318024.00"
"VN30","2016-06-03","622.07","621.05","619.15","622.65","43445532.00"
"VN30","2016-06-06","620.61","618.88","615.91","622.23","51579020.00"
"VN30","2016-06-07","620.96","624.01","619.59","624.01","40385150.00"
"VN30","2016-06-08","624.83","630.09","624.83","632.60","47259560.00"
"VN30","2016-06-09","630.34","630.66","627.29","631.73","39724640.00"
"VN30","2016-06-10","630.55","629.27","628.40","634.07","53564350.00"
"VN30","2016-06-13","626.68","621.75","620.36","626.92","46797747.00"
"VN30","2016-06-14","620.01","625.36","617.71","625.36","24064980.00"
"VN30","2016-06-15","624.66","624.19","621.06","625.80","43074700.00"
"VN30","2016-06-16","625.02","622.54","622.54","627.46","47138500.00"
"VN30","2016-06-17","621.15","615.75","615.39","622.15","80809230.00"
"VN30","2016-06-20","615.98","624.19","615.98","624.79","42836553.00"
"VN30","2016-06-21","627.16","626.97","626.97","631.02","46029110.00"
"VN30","2016-06-22","626.53","624.18","623.76","628.26","31713670.00"
"VN30","2016-06-23","623.71","626.50","623.09","627.61","39441330.00"
"VN30","2016-06-24","625.80","612.69","591.44","625.80","112996790.00"
"VN30","2016-06-27","609.64","614.42","601.71","614.42","40004921.00"
"VN30","2016-06-28","612.52","614.31","612.00","616.51","31363410.00"
"VN30","2016-06-29","616.09","621.39","616.09","622.43","47256170.00"
"VN30","2016-06-30","623.98","621.79","621.52","626.90","36009680.00"
"VN30","2016-07-01","623.77","626.34","623.50","630.61","52031960.00"
"VN30","2016-07-04","629.19","633.57","629.19","634.23","53427369.00"
"VN30","2016-07-05","636.57","636.27","634.43","641.86","54102700.00"
"VN30","2016-07-06","632.80","636.18","630.21","638.29","48408199.00"
"VN30","2016-07-07","639.90","644.52","638.63","645.01","45030610.00"
"VN30","2016-07-08","645.21","643.56","639.67","648.73","49583380.00"
"VN30","2016-07-11","643.77","636.02","633.89","648.37","53324610.00"
"VN30","2016-07-12","637.69","641.58","633.50","641.58","54432900.00"
"VN30","2016-07-13","645.04","656.89","645.04","657.66","74595200.00"
"VN30","2016-07-14","657.05","651.14","651.14","664.43","68755830.00"
"VN30","2016-07-15","653.75","653.63","649.54","656.73","59301579.00"
"VN30","2016-07-18","653.82","662.29","652.51","662.41","55776030.00"
"VN30","2016-07-19","664.82","654.17","647.33","665.11","56698900.00"
"VN30","2016-07-20","654.45","645.15","645.15","654.49","50732450.00"
"VN30","2016-07-21","647.51","643.16","642.22","650.12","40079800.00"
"VN30","2016-07-22","642.19","634.34","626.40","642.35","79016203.00"
"VN30","2016-07-25","636.37","633.21","631.18","638.17","37662900.00"
"VN30","2016-07-26","633.57","634.68","627.97","636.03","36720740.00"
"VN30","2016-07-27","634.67","639.63","634.42","640.41","54226929.00"
"VN30","2016-07-28","639.58","644.33","636.61","644.33","53603695.00"
"VN30","2016-07-29","644.00","639.17","639.11","645.39","45541430.00"
"VN30","2016-08-01","642.04","635.41","633.42","642.04","38436420.00"
"VN30","2016-08-02","631.09","623.16","620.85","631.13","65403000.00"
"VN30","2016-08-03","620.86","619.80","616.53","622.40","35623690.00"
"VN30","2016-08-04","620.42","617.41","617.41","626.79","44945390.00"
"VN30","2016-08-05","615.06","615.06","608.84","615.65","52503620.00"
"VN30","2016-08-08","614.38","614.65","609.21","616.97","38359140.00"
"VN30","2016-08-09","614.16","621.43","614.16","621.88","38938100.00"
"VN30","2016-08-10","621.18","632.86","621.18","633.39","50914560.00"
"VN30","2016-08-11","634.27","645.10","633.95","645.10","67330260.00"
"VN30","2016-08-12","650.55","641.11","638.10","652.87","58420640.00"
"VN30","2016-08-15","640.59","645.66","639.08","645.69","57965610.00"
"VN30","2016-08-16","647.15","646.44","645.48","650.45","78224250.00"
"VN30","2016-08-17","648.34","650.82","645.53","650.98","54679850.00"
"VN30","2016-08-18","653.36","652.87","646.59","656.33","57331149.00"
"VN30","2016-08-19","657.39","654.42","653.67","659.43","51050685.00"
"VN30","2016-08-22","654.43","647.46","647.46","655.33","54790920.00"
"VN30","2016-08-23","643.90","650.92","642.50","651.19","47351190.00"
"VN30","2016-08-24","651.83","650.95","650.21","656.93","39441740.00"
"VN30","2016-08-25","649.51","649.06","646.71","650.69","46888574.00"
"VN30","2016-08-26","652.64","656.71","652.64","659.34","50271730.00"
"VN30","2016-08-29","660.07","656.23","656.23","666.02","46673020.00"
"VN30","2016-08-30","655.39","661.20","654.66","661.20","38966900.00"
"VN30","2016-08-31","662.41","665.25","661.32","666.70","49948570.00"
"VN30","2016-09-01","665.20","659.09","655.28","665.20","42526628.00"
"VN30","2016-09-05","660.24","655.08","652.13","661.13","53481330.00"
"VN30","2016-09-06","656.06","656.02","656.02","659.27","50182654.00"
"VN30","2016-09-07","655.19","654.79","647.47","655.75","42238570.00"
"VN30","2016-09-08","654.53","659.25","654.38","661.54","59949430.00"
"VN30","2016-09-09","662.04","658.66","657.64","663.68","48605546.00"
"VN30","2016-09-12","657.61","651.63","646.87","657.61","45050938.00"
"VN30","2016-09-13","650.41","651.80","647.33","653.85","39096623.00"
"VN30","2016-09-14","651.15","646.93","646.93","652.50","44706030.00"
"VN30","2016-09-15","646.37","645.02","644.08","649.97","45951500.00"
"VN30","2016-09-16","642.29","639.37","639.37","645.72","123395190.00"
"VN30","2016-09-19","646.47","648.83","644.23","648.83","52715110.00"
"VN30","2016-09-20","648.77","653.66","643.60","653.66","59487570.00"
"VN30","2016-09-21","653.67","657.44","652.62","658.05","73000820.00"
"VN30","2016-09-22","659.65","662.31","659.36","665.27","56594760.00"
"VN30","2016-09-23","662.23","664.31","660.85","664.31","69759194.00"
"VN30","2016-09-26","662.79","666.10","661.71","666.90","59430141.00"
"VN30","2016-09-27","665.30","671.21","664.47","671.21","65243450.00"
"VN30","2016-09-28","670.32","669.17","667.72","672.92","56045158.00"
"VN30","2016-09-29","671.39","670.30","668.34","674.11","50409700.00"
"VN30","2016-09-30","669.34","668.44","665.65","670.55","52620270.00"
"VN30","2016-10-03","668.47","662.42","660.29","670.52","60248420.00"
"VN30","2016-10-04","661.77","661.89","657.44","665.53","55633810.00"
"VN30","2016-10-05","663.56","663.95","661.76","665.98","55139590.00"
"VN30","2016-10-06","665.23","663.12","663.12","667.15","74609993.00"
"VN30","2016-10-07","665.31","657.54","654.05","666.33","55753190.00"
"VN30","2016-10-10","657.58","647.25","647.17","657.92","55713920.00"
"VN30","2016-10-11","649.08","654.88","641.45","654.88","72022976.00"
"VN30","2016-10-12","655.03","653.25","652.71","658.02","50572200.00"
"VN30","2016-10-13","651.64","658.29","649.63","658.49","54456330.00"
"VN30","2016-10-14","656.92","657.59","656.89","662.05","78563431.00"
"VN30","2016-10-17","657.08","650.46","650.46","657.81","48262270.00"
"VN30","2016-10-18","649.08","653.32","647.77","653.87","63293460.00"
"VN30","2016-10-19","654.45","659.39","654.45","660.77","77569600.00"
"VN30","2016-10-20","661.11","657.15","655.75","661.20","59846979.00"
"VN30","2016-10-21","657.38","655.17","653.71","658.77","49539287.00"
"VN30","2016-10-24","654.17","648.29","648.29","654.17","46607299.00"
"VN30","2016-10-25","645.32","644.91","640.03","646.97","57905879.00"
"VN30","2016-10-26","643.57","641.81","639.07","645.25","40456885.00"
"VN30","2016-10-27","641.42","644.18","640.13","644.18","42273922.00"
"VN30","2016-10-28","643.66","649.27","642.82","649.31","54323340.00"
"VN30","2016-10-31","649.28","644.22","644.22","649.28","66220297.00"
"VN30","2016-11-01","643.26","643.05","641.40","644.70","60042540.00"
"VN30","2016-11-02","641.56","636.54","636.54","642.87","81168592.00"
"VN30","2016-11-03","634.28","632.81","627.90","634.28","72936135.00"
"VN30","2016-11-04","632.39","632.54","631.80","634.50","38767795.00"
"VN30","2016-11-07","633.03","639.91","632.63","639.98","53006542.00"
"VN30","2016-11-08","640.00","642.01","640.00","643.43","44774070.00"
"VN30","2016-11-09","641.84","635.42","620.35","641.84","78463470.00"
"VN30","2016-11-10","640.96","641.90","639.68","642.88","55452669.00"
"VN30","2016-11-11","641.80","642.00","639.88","642.90","53372303.00"
"VN30","2016-11-14","640.06","634.13","634.13","642.24","62048909.00"
"VN30","2016-11-15","636.01","637.51","635.20","639.38","53470629.00"
"VN30","2016-11-16","638.00","638.72","637.99","641.21","52149390.00"
"VN30","2016-11-17","638.70","636.02","635.32","639.16","62890250.00"
"VN30","2016-11-18","635.63","634.35","632.45","636.61","44574480.00"
"VN30","2016-11-21","635.82","638.87","634.43","638.87","49149070.00"
"VN30","2016-11-22","638.29","643.76","638.29","643.80","53410470.00"
"VN30","2016-11-23","643.82","647.59","643.60","649.65","47906920.00"
"VN30","2016-11-24","650.52","645.99","645.36","651.55","53138290.00"
"VN30","2016-11-25","648.82","643.38","641.70","648.82","52256340.00"
"VN30","2016-11-28","640.58","630.62","628.48","640.75","47684320.00"
"VN30","2016-11-29","631.22","625.78","623.32","632.89","57622990.00"
"VN30","2016-11-30","626.68","631.89","622.12","632.90","67128510.00"
"VN30","2016-12-01","633.63","631.55","631.55","636.43","60625410.00"
"VN30","2016-12-02","631.81","629.64","628.68","632.30","70242487.00"
"VN30","2016-12-05","628.60","625.32","625.32","629.85","49451091.00"
"VN30","2016-12-06","625.68","616.26","614.23","626.15","59023110.00"
"VN30","2016-12-07","614.64","615.00","614.10","617.22","70504795.00"
"VN30","2016-12-08","619.03","619.45","615.00","620.23","40242480.00"
"VN30","2016-12-09","620.48","619.64","617.29","621.86","34495110.00"
"VN30","2016-12-12","616.50","612.83","612.24","617.89","52766030.00"
"VN30","2016-12-13","612.52","606.71","606.07","612.74","56730860.00"
"VN30","2016-12-14","607.00","615.26","606.55","615.26","57303640.00"
"VN30","2016-12-15","614.83","613.25","610.64","615.72","60090414.00"
"VN30","2016-12-16","613.31","621.04","613.27","621.04","103804220.00"
"VN30","2016-12-19","622.19","623.85","622.19","626.78","47470570.00"
"VN30","2016-12-20","622.59","616.74","615.95","622.62","37017705.00"
"VN30","2016-12-21","616.72","618.43","614.13","620.28","40778350.00"
"VN30","2016-12-22","619.99","618.35","617.15","621.87","42899055.00"
"VN30","2016-12-23","617.58","620.75","615.74","620.75","50518470.00"
"VN30","2016-12-26","622.91","621.73","621.71","624.52","47420035.00"
"VN30","2016-12-27","622.05","623.46","621.77","624.17","57507575.00"
"VN30","2016-12-28","625.55","624.83","623.24","626.44","50198868.00"
"VN30","2016-12-29","627.82","626.95","626.30","627.94","45339320.00"
"VN30","2016-12-30","625.80","628.21","625.18","628.21","46755430.00"
"VN30","2017-01-03","627.65","633.89","627.58","634.18","42886270.00"
"VN30","2017-01-04","632.80","632.70","630.46","635.39","52288190.00"
"VN30","2017-01-05","633.61","634.83","632.46","635.33","50348862.00"
"VN30","2017-01-06","634.56","636.34","634.26","640.74","69771960.00"
"VN30","2017-01-09","636.82","638.40","636.82","640.02","55054032.00"
"VN30","2017-01-10","639.00","639.36","638.61","640.86","42153480.00"
"VN30","2017-01-11","639.56","643.39","639.52","643.39","50310972.00"
"VN30","2017-01-12","644.53","642.25","641.71","645.14","58107000.00"
"VN30","2017-01-13","642.21","640.07","640.07","643.85","42314478.00"
"VN30","2017-01-16","639.59","632.70","632.70","640.52","41112420.00"
"VN30","2017-01-17","633.42","637.54","632.70","637.54","51330770.00"
"VN30","2017-01-18","637.09","633.10","633.10","638.72","42058670.00"
"VN30","2017-01-19","632.31","631.00","630.48","634.00","33900640.00"
"VN30","2017-01-20","632.17","634.28","632.17","636.39","35854530.00"
"VN30","2017-01-23","634.81","635.42","634.81","637.14","35318539.00"
"VN30","2017-01-24","635.31","639.32","635.31","640.18","34711470.00"
"VN30","2017-01-25","640.92","644.79","639.43","644.79","38334229.00"
"VN30","2017-02-02","645.72","652.98","645.72","652.98","37214480.00"
"VN30","2017-02-03","656.27","651.18","651.18","657.63","44587710.00"
"VN30","2017-02-06","652.50","654.03","649.35","654.03","37891682.00"
"VN30","2017-02-07","654.24","656.48","653.88","657.42","54415797.00"
"VN30","2017-02-08","657.62","657.97","655.12","657.97","45312347.00"
"VN30","2017-02-09","658.40","658.83","657.65","660.08","56808292.00"
"VN30","2017-02-10","659.12","658.78","657.65","659.81","48041880.00"
"VN30","2017-02-13","660.03","662.68","659.32","662.83","47476720.00"
"VN30","2017-02-14","664.11","663.43","660.57","665.24","56285362.00"
"VN30","2017-02-15","663.43","669.08","663.58","670.06","55199340.00"
"VN30","2017-02-16","670.49","667.72","667.47","676.65","78250720.00"
"VN30","2017-02-17","667.09","668.10","664.49","668.76","58861960.00"
"VN30","2017-02-20","664.90","667.56","663.11","669.50","70848110.00"
"VN30","2017-02-21","668.30","671.52","668.30","673.77","64496390.00"
"VN30","2017-02-22","671.96","668.61","666.49","672.43","69552190.00"
"VN30","2017-02-23","668.69","667.42","662.06","670.97","58469942.00"
"VN30","2017-02-24","667.27","661.81","661.37","668.30","68537600.00"
"VN30","2017-02-27","659.63","666.22","659.63","666.64","55414620.00"
"VN30","2017-02-28","667.17","657.95","657.95","667.70","40583080.00"
"VN30","2017-03-01","656.69","655.99","649.45","657.64","52804790.00"
"VN30","2017-03-02","655.94","653.76","653.76","658.71","44574400.00"
"VN30","2017-03-03","654.36","656.77","650.59","657.41","41543540.00"
"VN30","2017-03-06","657.26","658.61","657.26","660.79","45661953.00"
"VN30","2017-03-07","658.21","659.90","656.36","659.90","49731860.00"
"VN30","2017-03-08","659.64","662.48","658.54","665.20","41605219.00"
"VN30","2017-03-09","662.30","664.30","662.04","666.66","65376570.00"
"VN30","2017-03-10","664.59","663.49","663.49","667.49","58262100.00"
"VN30","2017-03-13","663.86","662.67","659.95","664.49","39744180.00"
"VN30","2017-03-14","663.13","665.46","662.82","667.67","33808990.00"
"VN30","2017-03-15","666.46","663.57","663.54","667.42","39031010.00"
"VN30","2017-03-16","663.85","668.07","663.85","668.07","59841760.00"
"VN30","2017-03-17","669.40","668.35","668.35","671.07","109109950.00"
"VN30","2017-03-20","672.52","676.02","672.52","678.78","55113108.00"
